Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 96447,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP02008,"Wineberg, J.",13-Jul-93,,,,,Costa Rica,,,,"Limon, 100 Ms NW Of Cj89-17 Series",9.9961,-83.0406,,,,,,,,,Late Pliocene,,JW93-9-3,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/365b1e572-9c9a-47ee-bad8-c531a27141cf
USNM 96448,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP02008,"Wineberg, J.",13-Jul-93,,,,,Costa Rica,,,,"Limon, 100 Ms NW Of Cj89-17 Series",9.9961,-83.0406,,,,,,,,,Late Pliocene,,JW93-9-4,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3b07423f2-a702-4128-94f4-3a89140bc83e
USNM 96449,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01105,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-6-1,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3e61edb84-f281-4bf5-8678-b804e0876fce
USNM 96450,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01105,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-6-10,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3791a8a23-b509-46e1-9b29-370c2992de18
USNM 96451,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01105,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-6-11,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/31b57602b-906e-4ce9-9307-97a006631cc9
USNM 96454,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01113,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-14-1,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3f57d2cc7-07c4-49c0-98bf-85f28dd3b4d8
USNM 96455,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01113,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-14-2,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3f9a52b91-a9da-4114-a085-1ce03b654f63
USNM 96456,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01113,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-14-10,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3723f1e28-75ce-4357-8a6b-1af809edebaf
USNM 96457,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01113,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-14-11,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3c8c8e6f8-9734-43be-adb2-18767c1d3c2c
USNM 96458,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01114,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-15-1,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/37744504f-2583-45a8-aa3a-ff2b3adfda09
USNM 96459,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-1,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/397c714a7-2564-4b9b-bd89-231806abba6e
USNM 96460,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-2,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3297121de-985a-48a3-adf0-a5fb234f0c21
USNM 96461,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-3,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/391feb376-673d-4315-b320-5b51b888bd5a
USNM 96462,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-4,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/379bd28fc-def4-442d-9f14-944711ba7fd6
USNM 96463,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-5,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/31190eb12-7670-43f3-a26d-70538367fb43
USNM 96464,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01116,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-17-10,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/32e9b7f45-709a-48ac-8ee4-74d9b8c5208d
USNM 96465,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Swedberg, J.",,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,PPP01117,"Johnson, K. G.",12-Feb-92,,,,,Costa Rica,,,,"Limon, Construction Site For Loma Del Mar Subdivision, Limon Group, Moin Formation, 1.7-1.9 Ma",9.9919,-83.0367,,,,,,,,,Late Pliocene,,KJ-LM-18-10,,409699,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3f51a02c8-9675-44c6-949f-6e1f86bca96b
USNM 96679,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,5217,United States Fish Commission,22-Apr-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,,,Philippines,Camarines Sur,,,"Luzon Island, Pantao Bay, Coguit Point",13.3333,123.237,,Philippines Expedition,Albatross R/V,,,,192,,,,USFC/A5217,,,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3f78b137f-b6a9-431b-a627-ef2e3432696a
USNM 96680,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5311,United States Fish Commission,4-Nov-08,"Trawl - Tanner Beam, 12 ft, with mud bag",North Pacific Ocean,South China Sea,,Hong Kong,,,,Approx. 250 km SE of,21.55,116.25,,Philippines Expedition,Albatross R/V,,,,161,,,,USFC/A5311,,,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3a1ef4023-7140-4a47-aadf-1503b0daf5d5
USNM 96681,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,5398A,United States Fish Commission,15-Mar-09,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,Samar Sea,,Philippines,Masbate,,,"Gigantangan Island, Between Masbate and Leyte Islands",11.5867,124.23,,Philippines Expedition,Albatross R/V,,,,208,,,,USFC/A5398A,,,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/391495072-d767-4602-819d-2b7844247cac
USNM 96684,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,248,,6-Nov-80,,South Pacific Ocean,,,Indonesia,Borneo,,,"Greater Sunda Islands, Borneo Island, Makassar Strait, Santan, Approx. 125 Km West Of",-0.9033,119.478,,Corindon 2,,,,,170,,,,,,403465,,,,,,,,,10/20/2014 13:56,http://n2t.net/ark:/65665/3c8e7991f-a21e-4e56-8c7e-e6071729e758
USNM 96685,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,22,,25-Oct-91,,South Pacific Ocean,Banda Sea,,Indonesia,Moluccas,,,"Kai Islands, Kai Besar Island, Har, Approx. 25 Km NE Of",-5.3592,133.006,,Karubar Expedition 1991,Baruna Jaya I R/V,,,,85 to 124,,,,,,403465,,,,,,,,,10/20/2014 13:56,http://n2t.net/ark:/65665/31bf055ef-b407-43b4-85af-0025e997bbc8
USNM 97371,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1997,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,14-VIII-90-2,"Reed, J.",14-Aug-90,Scuba,North Atlantic Ocean,,,Madeira Islands,,,,Madeira Island,,,,,,,,,15,,,,,,393684,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3ed08074f-9e13-4b7f-a476-9ea51695c8ee
USNM 98960,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1997,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,,9-May-97,,North Pacific Ocean,,,Palau,,,,Short Drop Of,,,,,,,,,93,,,,,,419347,,,,,,,,,10/20/2014 14:07,http://n2t.net/ark:/65665/35977f778-8c2c-48cd-b502-6ae0845ba871
USNM M   147509,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,GS 02914,"Vaughan, T. W.",1894,,,,,United States,Louisiana,Natchitoches Parish,,Near Provencal,,,,,,,,,,,Eocene,,,,,,,,,,,,,5/10/2019 15:55,http://n2t.net/ark:/65665/379cfb6bf-d8b4-4ac0-a983-0c7807c43995
USNM M   158270,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,Eocene,,,,,,,,,,,,,2/6/2015 15:56,http://n2t.net/ark:/65665/355c663a6-4981-40d9-bbd8-b92cb7442206
USNM M   324798,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",Sep-07,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,"Madracis mirabilis (Duchassaing & Michelotti, 1860)",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,GS 03461,"Vaughan, T. W.",1901,,,,,Cuba,,Matanzas,,"SE end of the gorge of the Yumurri River, on East side of river, Matanzas",,,,,,,,,,,Tertiary,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/3be47ebec-929b-42e9-840b-78d5bae56727
USNM M   546353,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08519,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3e41734a3-46a6-4b28-b089-523c91cfee17
USNM M   546354,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08532,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,2/6/2015 15:02,http://n2t.net/ark:/65665/3bc57b30b-9588-45e7-85a3-e97de014b7e5
USNM M   546367,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08590,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,2/6/2015 15:02,http://n2t.net/ark:/65665/3878f37b9-1a42-4ded-b5ca-cac733bfceec
USNM M   546368,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,GS 08609,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,2/6/2015 15:02,http://n2t.net/ark:/65665/3b4d710d4-e479-40f6-ba66-df8d4dcc2e94
USNM 36534,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,1997,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,Axhelia mirabilis,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,3212,United States Fish Commission,21 May 1890,Trawl - Large Beam,North Pacific Ocean,,,United States,Alaska,,,"Alaska Peninsula, Sanak Islands, Sanak Island, South of",54.0917,-162.9,,,Albatross R/V,,,,90,,,,USFC/A3212,Original Number : 610/55,,,,,,,,,,3/29/2017 19:41,http://n2t.net/ark:/65665/3063a86ba-d2b6-4327-a2f0-9fb82849ddf8
USNM 7336,Specimen/Lot,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,1997,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,Axohelia mirabilis,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,120,United States Fish Commission,27 Sep 1877,Trawl,North Atlantic Ocean,,,Canada,Nova Scotia,,,"Halifax Harbor, Outer Harbor",44.62,-63.55,,,Speedwell R/V,,,,29,,,,USFC/FCSP120,,,,,,,,,,,6/27/2018 14:30,http://n2t.net/ark:/65665/327a182e5-31d3-403c-a107-29d5d5349782
USNM 1005077,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,1,Continental Shelf Associates for BLM/ MMS; Texas A & M University,7 May 1997 to 18 May 1997,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,,29.4386,-87.5742,,MAPTEM,Tommy Munro R/V,1C,,,60.4 to 78.2,,,,MMS-MAPTEM/1C-1,photo slide number : 4,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/3a86e683e-14fa-4fa4-8334-57b10057c7ee
USNM 1005414,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,1,Continental Shelf Associates for BLM/ MMS; Texas A & M University,Jul 1999 to Aug 1999,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,,29.4386,-87.5742,,MAPTEM,Tommy Munro R/V,M4,,,60.4 to 78.2,,,,MMS-MAPTEM/M4-1,photo slide number : 23,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/3adbb0cb0-bf7a-4d4c-ae02-56fd6ef9f246
USNM 1005486,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,2,Continental Shelf Associates for BLM/ MMS; Texas A & M University,Aug-98,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,lease block - Destin Dome 532,29.4447,-87.6074,,MAPTEM,Tommy Munro R/V,M3,,,70.3 to 82.3,,,,MMS-MAPTEM/M3-2,photo slide number : 38,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/379f8ed5d-f1c9-4721-8d11-3b9bd60c7363
USNM 1005506,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,2,Continental Shelf Associates for BLM/ MMS; Texas A & M University,Aug-98,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,lease block - Destin Dome 532,29.4447,-87.6074,,MAPTEM,Tommy Munro R/V,M3,,,70.3 to 82.3,,,,MMS-MAPTEM/M3-2,photo slide number : 46,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/348b654e8-7e3b-4b8a-b959-5079c5ee1634
USNM 1005553,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,3,Continental Shelf Associates for BLM/ MMS; Texas A & M University,21 Mar 1997 to 24 Mar 1997,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,,29.4378,-87.5709,,MAPTEM,Tommy Munro R/V,1B,,,74.5 to 83.2,,,,MMS-MAPTEM/1B-3,photo slide number : 70,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/3c26b23ce-bf21-4de3-9c30-8296de33cef8
USNM 1005559,Image,Madracis sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Madracis sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Mississippi/Alabama Pinnacle Trend Ecosystem Monitoring; MAPTEM,0,,,3,Continental Shelf Associates for BLM/ MMS; Texas A & M University,7 May 1997 to 18 May 1997,ROV - SeaROVER,North Atlantic Ocean,Gulf of Mexico,,United States,Mississippi,,,,29.4378,-87.5709,,MAPTEM,Tommy Munro R/V,1C,,,74.5 to 83.2,,,,MMS-MAPTEM/1C-3,photo slide number : 73,2024714,,,,,,,,,11/1/2019 15:50,http://n2t.net/ark:/65665/33074e4ae-b577-41a3-a828-57372dfcf4f4
